t	ldf	mean	var	multiplicity
165.500000	-0.293039	-0.897846	3.428741	6188.000000
166.000000	-0.293109	-0.897832	3.421585	6157.000000
166.500000	-0.293179	-0.898034	3.424248	6137.000000
167.000000	-0.293249	-0.898097	3.427719	6110.000000
167.500000	-0.293317	-0.898197	3.433379	6089.000000
168.000000	-0.293382	-0.898461	3.436790	6065.000000
168.500000	-0.293452	-0.898714	3.438848	6046.000000
169.000000	-0.293522	-0.898847	3.442549	6021.000000
169.500000	-0.293591	-0.898768	3.436705	6005.000000
170.000000	-0.293662	-0.898799	3.432260	5988.000000
170.500000	-0.293730	-0.899013	3.432370	5958.000000
171.000000	-0.293798	-0.899095	3.429139	5935.000000
171.500000	-0.293866	-0.899319	3.431635	5912.000000
172.000000	-0.293931	-0.899434	3.431389	5884.000000
172.500000	-0.293996	-0.899441	3.430694	5854.000000
173.000000	-0.294057	-0.899411	3.429413	5831.000000
173.500000	-0.294117	-0.899620	3.430731	5803.000000
174.000000	-0.294176	-0.899640	3.431990	5776.000000
174.500000	-0.294240	-0.899730	3.433696	5754.000000
175.000000	-0.294301	-0.899929	3.437686	5730.000000
175.500000	-0.294364	-0.900028	3.438679	5707.000000
176.000000	-0.294428	-0.900042	3.436032	5687.000000
176.500000	-0.294486	-0.900361	3.431884	5659.000000
177.000000	-0.294545	-0.900495	3.431311	5646.000000
177.500000	-0.294606	-0.900715	3.428729	5624.000000
178.000000	-0.294668	-0.900848	3.426819	5599.000000
178.500000	-0.294727	-0.901012	3.429095	5584.000000
179.000000	-0.294783	-0.901112	3.429712	5570.000000
179.500000	-0.294844	-0.901159	3.429153	5559.000000
180.000000	-0.294905	-0.901273	3.425312	5537.000000
180.500000	-0.294967	-0.901350	3.420697	5514.000000
181.000000	-0.295028	-0.901498	3.425508	5492.000000
181.500000	-0.295087	-0.901634	3.432165	5473.000000
182.000000	-0.295144	-0.901715	3.428710	5449.000000
182.500000	-0.295201	-0.901907	3.432929	5429.000000
183.000000	-0.295260	-0.902009	3.429522	5404.000000
183.500000	-0.295314	-0.901996	3.425474	5382.000000
184.000000	-0.295373	-0.902115	3.427687	5362.000000
184.500000	-0.295429	-0.902175	3.425179	5343.000000
185.000000	-0.295485	-0.902278	3.425995	5319.000000
185.500000	-0.295544	-0.902379	3.424220	5302.000000
186.000000	-0.295600	-0.902451	3.423177	5287.000000
186.500000	-0.295654	-0.902635	3.424226	5267.000000
187.000000	-0.295706	-0.902812	3.423149	5246.000000
187.500000	-0.295761	-0.903016	3.427335	5219.000000
188.000000	-0.295814	-0.903082	3.425408	5206.000000
188.500000	-0.295866	-0.903180	3.426160	5183.000000
189.000000	-0.295920	-0.903266	3.427512	5162.000000
189.500000	-0.295976	-0.903289	3.424677	5143.000000
190.000000	-0.296035	-0.903225	3.425278	5130.000000
190.500000	-0.296092	-0.903239	3.426081	5115.000000
191.000000	-0.296143	-0.903422	3.427364	5098.000000
191.500000	-0.296197	-0.903594	3.432982	5078.000000
192.000000	-0.296246	-0.903602	3.436427	5057.000000
192.500000	-0.296302	-0.903693	3.438228	5044.000000
193.000000	-0.296350	-0.903826	3.440825	5026.000000
193.500000	-0.296399	-0.903937	3.444255	5007.000000
194.000000	-0.296450	-0.903962	3.444767	4983.000000
194.500000	-0.296498	-0.904015	3.453664	4961.000000
195.000000	-0.296549	-0.904086	3.452630	4939.000000
195.500000	-0.296598	-0.904173	3.454079	4924.000000
196.000000	-0.296646	-0.904267	3.460717	4909.000000
196.500000	-0.296694	-0.904380	3.465728	4891.000000
197.000000	-0.296741	-0.904432	3.470443	4876.000000
197.500000	-0.296787	-0.904579	3.473194	4864.000000
198.000000	-0.296829	-0.904716	3.475902	4849.000000
198.500000	-0.296874	-0.904660	3.470726	4827.000000
199.000000	-0.296921	-0.904723	3.476812	4800.000000
199.500000	-0.296969	-0.904761	3.475786	4782.000000
200.000000	-0.297017	-0.904930	3.474986	4768.000000
