t	ldf	mean	var	multiplicity
139.500000	1.613675	-64.775113	287.739494	7.000000
140.000000	1.613978	-64.788444	287.946952	7.000000
140.500000	1.614268	-64.800586	288.354606	7.000000
141.000000	1.614577	-64.816947	288.722312	7.000000
141.500000	1.614877	-64.833896	289.181492	7.000000
142.000000	1.615195	-64.850568	289.630458	7.000000
142.500000	1.615525	-64.868611	289.599491	7.000000
143.000000	1.615849	-64.888103	289.328067	7.000000
143.500000	1.616171	-64.907019	289.210495	7.000000
144.000000	1.616504	-64.925202	288.788709	7.000000
144.500000	1.616833	-64.941563	288.397782	7.000000
145.000000	1.617176	-64.959999	287.538387	6.000000
145.500000	1.617503	-64.977185	286.424241	6.000000
146.000000	1.617849	-64.994531	284.860199	6.000000
146.500000	1.618182	-65.010353	283.053933	6.000000
147.000000	1.618503	-65.025520	280.901246	6.000000
147.500000	1.618822	-65.039673	278.698938	6.000000
148.000000	1.619145	-65.054707	275.996900	6.000000
148.500000	1.619474	-65.067141	273.655984	6.000000
149.000000	1.619790	-65.079461	271.305443	6.000000
149.500000	1.620094	-65.090500	268.926788	6.000000
150.000000	1.620389	-65.102483	265.990245	6.000000
150.500000	1.620668	-65.111646	263.432783	6.000000
151.000000	1.620952	-65.120546	260.811710	6.000000
151.500000	1.621231	-65.127113	258.312039	6.000000
152.000000	1.621496	-65.135958	255.305187	6.000000
152.500000	1.621749	-65.142909	253.136087	6.000000
153.000000	1.622004	-65.148519	251.104455	6.000000
153.500000	1.622252	-65.154215	248.936300	6.000000
154.000000	1.622488	-65.158808	247.700446	6.000000
154.500000	1.622715	-65.164242	246.212544	6.000000
155.000000	1.622938	-65.169745	244.996601	6.000000
155.500000	1.623146	-65.173518	244.277190	6.000000
156.000000	1.623351	-65.177206	243.022018	6.000000
156.500000	1.623535	-65.181511	242.045032	6.000000
157.000000	1.623708	-65.185740	241.470596	6.000000
157.500000	1.623898	-65.189653	241.332821	6.000000
158.000000	1.624085	-65.194696	241.519501	5.000000
158.500000	1.624261	-65.199746	241.652310	5.000000
159.000000	1.624433	-65.204980	242.444827	5.000000
159.500000	1.624611	-65.212313	242.982235	5.000000
160.000000	1.624804	-65.221418	243.562265	5.000000
160.500000	1.624985	-65.229595	245.443093	5.000000
161.000000	1.625165	-65.239281	247.022711	5.000000
161.500000	1.625349	-65.247934	249.939645	5.000000
162.000000	1.625528	-65.257555	252.865022	5.000000
162.500000	1.625706	-65.269769	256.793666	5.000000
163.000000	1.625894	-65.283431	260.994025	5.000000
163.500000	1.626069	-65.297160	265.326428	5.000000
164.000000	1.626242	-65.311283	270.171823	5.000000
164.500000	1.626413	-65.326281	275.916966	5.000000
165.000000	1.626601	-65.343684	281.837213	5.000000
165.500000	1.626784	-65.360003	288.284024	5.000000
166.000000	1.626956	-65.378808	294.655084	5.000000
166.500000	1.627125	-65.396879	300.649607	5.000000
167.000000	1.627286	-65.414266	307.204892	5.000000
167.500000	1.627461	-65.433730	313.689192	5.000000
168.000000	1.627633	-65.451254	319.852019	5.000000
168.500000	1.627804	-65.470693	325.986677	5.000000
169.000000	1.627981	-65.489596	332.472932	5.000000
169.500000	1.628145	-65.508418	338.463090	5.000000
170.000000	1.628315	-65.528535	344.290688	5.000000
170.500000	1.628469	-65.545422	351.026167	5.000000
171.000000	1.628622	-65.565001	356.770066	5.000000
171.500000	1.628785	-65.584355	363.021347	5.000000
172.000000	1.628944	-65.602653	369.408633	5.000000
172.500000	1.629118	-65.622066	375.871447	5.000000
173.000000	1.629272	-65.640290	383.015972	5.000000
173.500000	1.629442	-65.660843	390.715237	5.000000
174.000000	1.629607	-65.682102	399.024513	5.000000
174.500000	1.629773	-65.703969	407.006367	5.000000
175.000000	1.629947	-65.729684	416.264758	5.000000
175.500000	1.630100	-65.752514	425.792870	5.000000
176.000000	1.630265	-65.778064	435.169100	5.000000
176.500000	1.630430	-65.803589	444.903909	5.000000
177.000000	1.630603	-65.833263	454.620911	5.000000
177.500000	1.630773	-65.864225	464.879605	5.000000
178.000000	1.630946	-65.895202	474.970075	5.000000
178.500000	1.631125	-65.926878	484.711564	5.000000
179.000000	1.631313	-65.958631	494.324009	4.000000
179.500000	1.631517	-65.990653	503.938149	4.000000
180.000000	1.631716	-66.023789	513.473151	4.000000
180.500000	1.631914	-66.058449	522.577604	4.000000
181.000000	1.632122	-66.091828	531.566770	4.000000
181.500000	1.632324	-66.125155	539.766209	4.000000
182.000000	1.632532	-66.161427	547.276643	4.000000
182.500000	1.632749	-66.197739	554.047059	4.000000
183.000000	1.632961	-66.232653	559.889466	4.000000
183.500000	1.633176	-66.267206	565.396875	4.000000
184.000000	1.633383	-66.297528	569.744583	4.000000
184.500000	1.633594	-66.329696	573.930016	4.000000
185.000000	1.633791	-66.360707	577.488108	4.000000
185.500000	1.634021	-66.395661	580.911947	4.000000
186.000000	1.634247	-66.424719	584.539026	4.000000
186.500000	1.634476	-66.456575	587.153663	4.000000
187.000000	1.634719	-66.485828	589.393120	4.000000
187.500000	1.634958	-66.516984	590.761244	4.000000
188.000000	1.635196	-66.543275	591.993300	4.000000
188.500000	1.635445	-66.573142	592.866916	4.000000
189.000000	1.635667	-66.597909	592.200081	4.000000
189.500000	1.635882	-66.622696	590.746104	4.000000
190.000000	1.636102	-66.645975	588.485650	4.000000
190.500000	1.636328	-66.667269	586.923586	4.000000
191.000000	1.636547	-66.687782	585.167003	4.000000
191.500000	1.636769	-66.709742	582.150649	4.000000
192.000000	1.636994	-66.730757	578.346424	4.000000
192.500000	1.637222	-66.751201	573.589690	4.000000
193.000000	1.637441	-66.769719	569.654375	4.000000
193.500000	1.637666	-66.786289	564.908954	4.000000
194.000000	1.637891	-66.800756	560.714850	4.000000
194.500000	1.638115	-66.815709	555.683662	4.000000
195.000000	1.638334	-66.828534	550.378953	4.000000
195.500000	1.638550	-66.842049	545.447396	4.000000
196.000000	1.638763	-66.855861	539.589698	4.000000
196.500000	1.638984	-66.867359	534.334619	4.000000
197.000000	1.639195	-66.877627	529.462176	4.000000
197.500000	1.639387	-66.887235	524.937783	4.000000
198.000000	1.639566	-66.895924	519.531356	4.000000
198.500000	1.639756	-66.904360	513.167019	4.000000
199.000000	1.639943	-66.911492	508.482870	4.000000
199.500000	1.640118	-66.917599	502.350683	4.000000
200.000000	1.640293	-66.922415	497.463377	4.000000
